14688640,1651363345,0xf891180c3380a31bda9d342092a2dc79fab476faa4d9d08a8da829cdf0d47be7 0xddd11d0f1f664134a4024cb5c301b5e0d22fd89d66a5783c7fde4e5fe9250bad,0 2,0xec02998d9df9e0becea65d5d02d9a14bbce13a62fceeb3c885f8ca6ae4a2f047 ,1,0x26ce7c1976c5eec83ea6ac22d83cb341b08850af,0x00000000003b3cc22af3ae1eac0440bcee416b40,0xfda7316e32c32576e91f1895bb3feb3549e754b5,448.97089611212334,448.9709,444.12566539877156,444.1257,4.845230713351785,4.8452,384401.0132721375,384401.0133
15447650,1661963148,0xa4cab5e9a2baf724bb181b0fd450d28c01823b456b7ddb2f0ebe086be060f0b0 0x0df9689680f7a67e89f347b2cad99fae8ab712e3e89771cbf423ca4fdb842ce8,0 2,0x1a2ffd38f2c866b75e62e3303f08fcc995e5dbed5d8a9a05967227475de78e38 ,1,0x5aa17fc7f2950eca85376c3a8cb1509e8e4b39df,0x01ff6318440f7d5553a82294d78262d5f5084eff,0x462a418d37cc3aefeaa50cc689b7e0e89136353e,19.851163613735785,19.8512,19.732064741015165,19.7321,0.1190988727206167,0.1191,1813.9062290231025,1813.9062
15447653,1661963166,0x31db2a2e2a71ca0f8e005d415f9195fdd632d9a2fdfa835b175f077331ac166c 0x63e144c916d86d80b6c28fd891b79fda9c1aab59ad78759a218349acb645d5f4,4 6,0xe98229b4123c4410262bb6d0f2c1ec0e3d85968fd864a84b6fb4b615721b6e4d ,5,0x5aa17fc7f2950eca85376c3a8cb1509e8e4b39df,0x01ff6318440f7d5553a82294d78262d5f5084eff,0x5a803bad62e4024cce3be42e687596a9e8ae44f7,32.6471422253858,32.6471,32.24109661198267,32.2411,0.4060456134031295,0.406,2047.0662934136144,2047.0663
15447656,1661963192,0x00d7651c8ea6d96f442a0185c4724f75562363311650de8ccbb424c5b1140fad 0xb5778caaa288a3515812ec90cb3eed8d667febec9ec66fca89d1c78ba3210646,3 5,0xa854e1d51de8b4163aac27fec3c934aa42aaba9af2d8c61fa8bbb2e18815d04e ,4,0xf5d463e6050f59e47750cb2af4047cc536d36103,0x00000000726422a6fecb4759b44d47e48cf746aa,0x19b9b242672df360ff2bb8cd6c1f05d46b54c02a,35.27116820962629,35.2712,27.32192867442955,27.3219,7.94923953519674,7.9492,2083.7949732892084,2083.795
15447656,1661963192,0x69ed747788e53994dbe451186a825c221ad73638dafdac604d805fe8303789a2 0xf876bfc8ba780d813b7bbd26033632a0ca9e5566bf07d2294fe6ac7034312cdf,14 16,0x65dbe20853495c12c156d83fdbdb087f3a631fb01ed2d5b40c1c8304310ce853 ,15,0x5aa17fc7f2950eca85376c3a8cb1509e8e4b39df,0x01ff6318440f7d5553a82294d78262d5f5084eff,0xf491858eb93248d20f3bc23e93bd033c043ae52b,17.41214313942822,17.4121,17.260419731146147,17.2604,0.1517234082820742,0.1517,6840.220886623386,6840.2209
15447656,1661963192,0x7b383f13d50fa712daab1afa2685cfb93ee43848d21f599f8cc54398efa08c69 0x4ac77c4f42df00ac5481d609ae6d568800acfa975784d5da82318bfbbb0e829d,7 9,0x07dbdaa0570b9679ad7a6555d975fc664664ec13fd0c2e8440260a5d12201698 ,8,0x7777777743f67f50e0227e5d1467cbfee088e82c,0x007933790a4f00000099e9001629d9fe7775b800,0x6042a2c595e0a539d441c9c910edc99103e93696,242.03209635027227,242.0321,35.39703604295567,35.397,206.6350603073166,206.6351,9051.574120182648,9051.5741
15447657,1661963237,0x56381a40c69fe85f883cb5aeac88c268895ff54d5783be99c0061ae907dfa450 0xef590c0c1a2a772e9ef52fa6c93cdcea99165b0d516f312c6432c07fd50393eb,0 2,0x74b9000e0e269dbda785f4c1701019373037b470199c9461246e47b939f53c6c ,1,0x5aa17fc7f2950eca85376c3a8cb1509e8e4b39df,0x01ff6318440f7d5553a82294d78262d5f5084eff,0x7ded6ca035105fef5250606cabbbc7df08d2f695,33.0872146331242,33.0872,32.603618847115335,32.6036,0.4835957860088666,0.4836,3726.806045476032,3726.806
15447664,1661963285,0xec9afcfa438cb65583c63210227d7da083bf812a5c4fa55373c34fda69610a91 0xb8376d545d9a292db1d2bb5b6982c1918a73b8847553a296d20a89bc140dd96e,0 2,0x3276681b1f684740359e508bd5713329117d1886094317a9c113751bc089702e ,1,0x971ac48e6f904406edbc22687ed92bc8966fe551,0xe8c060f8052e07423f71d445277c61ac5138a2e5,0x871ea22ad5888b05c94d18c651b18a19bf33a575,17.380251489634272,17.3803,17.12223370445028,17.1222,0.2580177851839923,0.258,59543.10418970257,59543.1042
15447668,1661963328,0x3c2a26e00b65801d7f873a96a5e436060d5ed610829b4eda3c8b364436480d30 0x73a3f1e61dbd8ba6a165b6e3269fc78ddbc9e60c4b0c99f932626994af3e3e13,0 2,0x600a03d990b4472f1c735221db4744274c0b380c098eda4f653d8c150d6177c3 ,1,0x5aa17fc7f2950eca85376c3a8cb1509e8e4b39df,0x01ff6318440f7d5553a82294d78262d5f5084eff,0x0f23c2f2110ab0fbd182789eb7ebdfa338efde81,49.564613932688495,49.5646,48.626870181038925,48.6269,0.9377437516495692,0.9377,50532.98840004384,50532.9884
15447673,1661963397,0x152dd7933066b5fed4aa87bc86ce51049f012b3d4a3a7c62108b75f19f38a62c 0xc9d763ad1a1ca56b732b658f8f257a6fade4639c9ae5d02918b21b6fd10b83ed,0 2,0xf45588d18a6bbbf0210572a5724d514d1bc1b092d2c944592f578986906da250 ,1,0x3eadde4a48d0aebda37eed7076e736edac9a8b40,0x0000000099cb7fc48a935bceb9f05bbae54e8987,0xa7820b22061f323a4d6c7310b0942126b9c14cf5,209.91093565518776,209.9109,190.15142682455863,190.1514,19.759508830629105,19.7595,536347.8877621244,536347.8878
